station_name,timestamp,free_bikes,empty_slots,avg_rrating,avg_rdist,best_rratingname,best_rrating,best_rdist,avg_prating,avg_pdist,best_pratingname,best_prating,best_pdist
Wall & Eton,2025-04-28T21:24:38.399316+00:00Z,11,7,4.03,723.64,Peya,5.0,683.5232330175252,4.3,1187.61,Oxygen Yoga & Fitness,4.3,1187.612834709764
Beach & Cardero,2025-04-28T21:24:37.872662+00:00Z,6,16,4.32,529.67,Noah's Cafe,4.7,577.3288480755417,3.71,1327.95,The Well by Kunye,5.0,1197.3333160867744
Cypress & 4th,2025-04-28T21:24:37.540835+00:00Z,4,14,4.23,265.67,Toyokan Bowl,4.6,247.0304499494009,3.43,537.45,Core Community,5.0,66.93082847569917
Bute & Robson,2025-04-28T21:24:37.386225+00:00Z,0,0,4.21,293.93,Hello Nori ,4.5,87.4360706567738,4.17,838.51,Reform Pilates,5.0,1291.419471505653
Richards & Robson,2025-04-28T21:24:37.781808+00:00Z,15,5,4.39,459.79,Okeya Kyujiro,4.9,512.7307339855976,4.2,576.94,Reform Pilates,5.0,738.7574031316135
Glen & Union,2025-04-28T21:24:38.385672+00:00Z,8,6,4.41,736.25,Magari by Oca,5.0,980.1937783683697,4.03,1471.49,Trainor Movement,5.0,1261.7717716090262
8th & Yukon,2025-04-28T21:24:38.264104+00:00Z,14,10,4.18,321.77,Yume Dining,4.5,369.4825146660068,4.38,1030.1,Tone Pilates,5.0,603.0992335379719
1st & Chestnut,2025-04-28T21:24:37.674826+00:00Z,17,9,4.36,332.3,Cockney Kings Fish & Chips,4.9,270.0587210432158,3.67,724.32,Core Community,5.0,356.9575365530804
10th & Main,2025-04-28T21:24:37.514085+00:00Z,10,6,4.05,294.85,Carp,4.4,444.0652477931882,3.53,1274.03,Pilates Process - Vancouver,5.0,344.9910054415932
Georgia & Homer,2025-04-28T21:24:38.393158+00:00Z,12,6,4.32,430.1,The Magnet,4.7,347.7704832626909,4.2,575.35,Reform Pilates,5.0,567.0757892527262
York & Yew,2025-04-28T21:24:38.383316+00:00Z,8,11,4.23,277.3,CM Chicken,4.7,54.00284526530167,3.53,895.3,Core Community,5.0,645.7575980717859
Ontario & Seawall,2025-04-28T21:24:37.368943+00:00Z,5,15,3.89,603.31,Fanny Bay Oyster Bar & Shellfish Market,4.4,1049.8294113389993,4.21,1351.3,Reform Pilates,5.0,1453.5190583403494
10th & Granville,2025-04-28T21:24:37.513486+00:00Z,0,13,4.31,500.81,Mazahr Lebanese Kitchen,4.7,126.25646480478197,3.55,904.37,Core Community,5.0,924.899967516858
15th & Knight,2025-04-28T21:24:38.392344+00:00Z,3,11,4.31,744.13,Kokomo,4.9,601.3967230872396,2.68,1499.14,Evolution Fitness and Lagree,5.0,573.0564036567877
Ontario & 23rd,2025-04-28T21:24:38.398631+00:00Z,2,10,4.24,479.17,Ramen Kounotori,4.5,305.5106844309743,2.94,1339.79,Pilates Process - Vancouver,5.0,1578.3392360274797
Dunbar & Broadway,2025-04-28T21:24:38.395684+00:00Z,10,16,4.22,342.89,Uncle Pu's Sichuan Taste,5.0,639.9363764656733,4.57,818.9,Boditree Pilates & Healing,5.0,420.2955920494365
Carrall & Hastings,2025-04-28T21:24:37.624946+00:00Z,10,7,4.4,355.26,The Magnet,4.7,510.004227747127,4.16,869.88,Reform Pilates,5.0,513.5917210692846
8th & Commercial,2025-04-28T21:24:38.388041+00:00Z,8,12,4.07,421.32,Kishimoto Japanese Kitchen,4.4,396.8161561557674,2.9,1692.63,Evolution Fitness and Lagree,5.0,1386.0946007262971
Charleson Park,2025-04-28T21:24:37.872840+00:00Z,2,11,4.14,639.78,Happy Noodle House,4.6,1015.3996407801902,4.03,1028.79,Tone Pilates,5.0,615.8871648508449
Beach & Hornby,2025-04-28T21:24:37.387035+00:00Z,2,18,4.24,466.77,Manoush'eh,4.8,522.3149922652813,4.05,987.98,Core Community,5.0,1424.2004384496997
Princess & Union,2025-04-28T21:24:38.384904+00:00Z,5,7,4.08,570.16,The Mackenzie Room,4.5,671.873446313647,3.88,1349.96,Reform Pilates,5.0,1500.416791275326
3rd & Quebec,2025-04-28T21:24:37.781011+00:00Z,5,9,4.1,417.23,Kapow Burger,5.0,135.19178490684902,4.29,1404.07,Pilates Process - Vancouver,5.0,712.8717712361475
Stanley Park - Second Beach South,2025-04-28T21:24:37.671127+00:00Z,4,14,4.15,900.88,Tre Viet,4.7,923.9218868348214,2.0,1286.0,The Well by Kunye,5.0,1412.7261617182637
6th & Carolina,2025-04-28T21:24:38.392884+00:00Z,6,10,4.35,515.01,Word.,5.0,206.11022464442829,2.88,1210.16,Evolution Fitness and Lagree,5.0,1559.3101541872659
UBC Bookstore,2025-04-28T21:24:38.401367+00:00Z,3,8,4.2,403.15,Seoul Hotdog,5.0,184.7419926381995,1.5,573.44,Golds Gym,1.5,573.4449510322494
Balaclava & Broadway,2025-04-28T21:24:38.396261+00:00Z,14,4,4.37,149.85,Uncle Pu's Sichuan Taste,5.0,91.4815227675614,3.42,991.0,Boditree Pilates & Healing,5.0,970.9836346010402
Expo & Carrall,2025-04-28T21:24:37.465336+00:00Z,6,10,4.34,524.52,The Magnet,4.7,633.6792627020782,4.33,899.41,Reform Pilates,5.0,757.2661886232894
Beach & Seymour,2025-04-28T21:24:37.871810+00:00Z,13,3,4.22,445.24,Manoush'eh,4.8,461.93544084477253,4.19,1173.59,Core Community,5.0,1495.8550293423411
27th & Main,2025-04-28T21:24:38.399180+00:00Z,7,14,4.16,226.14,Ramen Kounotori,4.5,299.83683059242935,2.58,1729.41,Core Community - Main Street,5.0,512.0631636367145
Stanley Park - Second Beach North,2025-04-28T21:24:37.626775+00:00Z,4,12,4.17,1033.27,Tre Viet,4.7,1087.261999808979,2.67,1372.94,The Well by Kunye,5.0,1560.3455467058068
Keith & 6th,2025-04-28T21:24:38.387468+00:00Z,8,20,4.25,832.49,Quizine Kitchen,4.8,210.44620388639103,3.29,1328.99,Evolution Fitness and Lagree,5.0,1364.36904500701
Jericho Beach,2025-04-28T21:24:38.394769+00:00Z,8,17,4.06,910.46,Uncle Pu's Sichuan Taste,5.0,1421.7573764294632,4.96,918.18,Boditree Pilates & Healing,5.0,507.33268558073644
Point Grey & Bayswater,2025-04-28T21:24:38.396399+00:00Z,9,7,4.31,660.68,Suren Grill & Bar,4.8,558.5415318410578,3.42,1059.34,Boditree Pilates & Healing,5.0,1174.8020974601075
7th & Woodland,2025-04-28T21:24:38.388803+00:00Z,3,9,4.09,524.89,Cozen,4.5,868.7126989503105,2.6,1141.79,Evolution Fitness and Lagree,5.0,1374.8041214620714
Aquatic Centre,2025-04-28T21:24:37.564038+00:00Z,20,20,4.41,624.68,Desi Indian Lounge,5.0,466.5752640499862,4.06,1297.58,Core Community,5.0,1421.5492167464834
Cordova & Granville,2025-04-28T21:24:37.384798+00:00Z,12,6,4.23,341.86,The Magnet,4.7,374.4415151454705,4.2,817.37,Reform Pilates,5.0,260.86182734392594
Vanier Park,2025-04-28T21:24:37.556983+00:00Z,17,11,4.27,713.0,Cockney Kings Fish & Chips,4.9,552.7297859585107,3.73,1284.67,Core Community,5.0,970.2101998340643
Trafalgar & Broadway,2025-04-28T21:24:38.396808+00:00Z,1,15,4.39,524.19,Petite Bao,4.7,317.4810120854689,3.54,810.1,Core Community,5.0,1232.7191288270653
Napier & Commercial,2025-04-28T21:24:38.386926+00:00Z,4,10,4.25,287.54,Magari by Oca,5.0,166.91118825105346,4.0,428.34,Spartacus Gym,4.0,428.34311858215864
7th & Laurel,2025-04-28T21:24:38.381908+00:00Z,2,12,4.29,648.1,Happy Noodle House,4.6,1297.580217440979,3.81,894.62,Tone Pilates,5.0,414.5843577480507
Science World,2025-04-28T21:24:38.382197+00:00Z,4,10,4.1,689.81,Miku,4.4,1666.4906010469188,4.49,1206.23,Reform Pilates,5.0,1296.3276110709874
Pender & Victoria,2025-04-28T21:24:38.391341+00:00Z,5,10,4.23,494.79,Caffe La Tana,4.5,373.44258023765343,4.15,1183.7,Oxygen Yoga & Fitness,4.3,1319.5590160465813
Cypress & 16th,2025-04-28T21:24:37.780836+00:00Z,3,9,4.33,910.0,Ryu Katsu + Ramen Bar,4.7,785.6216748512833,3.16,1083.89,Core Community,5.0,1172.5938407060196
Spyglass & Seawall,2025-04-28T21:24:37.362015+00:00Z,10,4,4.28,638.69,Small Victory,5.0,389.83731950715924,4.48,1096.99,Reform Pilates,5.0,1545.578455009546
Keefer & Hawks,2025-04-28T21:24:38.386517+00:00Z,10,6,4.39,635.42,Pho Khanh Express,5.0,417.99057208674503,3.93,1413.59,Trainor Movement,5.0,826.8366936862782
29th & Cambie,2025-04-28T21:24:38.398027+00:00Z,3,17,4.17,1002.67,Bonjour Banh Mi,4.7,1142.4988302494803,3.45,1307.25,Core Community - Main Street,5.0,1098.164444231559
Victoria & 10th,2025-04-28T21:24:38.391645+00:00Z,0,0,4.17,710.03,Kokomo,4.9,828.5238354362347,3.48,1825.49,Evolution Fitness and Lagree,5.0,1428.6434208060662
Commercial & Adanac,2025-04-28T21:24:38.385968+00:00Z,7,9,4.26,296.44,Magari by Oca,5.0,457.78314150179375,4.0,717.87,Spartacus Gym,4.0,717.8653383529914
Columbia & 14th,2025-04-28T21:24:38.311694+00:00Z,3,10,4.06,623.75,The Greek By Anatoli - Broadway,4.4,484.4280071162924,3.75,946.44,Tone Pilates,5.0,1162.1720857938385
Dunsmuir & Richards,2025-04-28T21:24:37.383363+00:00Z,9,2,4.29,423.64,The Magnet,4.7,212.89282428392167,4.2,613.32,Reform Pilates,5.0,400.09921667392564
Campbell & Hastings,2025-04-28T21:24:38.386380+00:00Z,3,10,4.48,421.3,Pho Khanh Express,5.0,158.75760812691476,4.5,1319.32,Trainor Movement,5.0,1068.8692952150825
Franklin & Nanaimo,2025-04-28T21:24:38.400097+00:00Z,8,11,4.08,234.33,Nonna's Cucina,4.5,270.43354116053314,4.15,1098.27,Oxygen Yoga & Fitness,4.3,677.5768024800205
Charles & Commercial,2025-04-28T21:24:38.387333+00:00Z,16,6,4.12,202.13,Magari by Oca,5.0,50.22208779406145,4.0,831.66,Spartacus Gym,4.0,235.8974283748021
Beatty & Nelson,2025-04-28T21:24:37.385324+00:00Z,5,7,4.34,311.6,Okeya Kyujiro,4.9,202.90792949211698,4.14,848.61,Reform Pilates,5.0,1097.582517833446
Trimble & 8th,2025-04-28T21:24:38.400246+00:00Z,4,16,3.96,383.33,Bombay Masala Indian Restaurant,4.6,266.1250545914649,4.95,1181.92,Boditree Pilates & Healing,5.0,1456.7839192106126
David Lam Park,2025-04-28T21:24:37.871569+00:00Z,7,10,4.3,564.4,Okeya Kyujiro,4.9,709.9527148995576,4.07,1116.21,Reform Pilates,5.0,1906.5335603924837
Burrard & 4th,2025-04-28T21:24:37.872272+00:00Z,10,6,4.3,349.39,Toyokan Bowl,4.6,323.97717214317476,3.43,558.05,Core Community,5.0,209.96172962402807
Cypress & Cornwall,2025-04-28T21:24:37.512864+00:00Z,10,10,4.31,372.71,Cockney Kings Fish & Chips,4.9,60.70358367296299,3.67,878.75,Core Community,5.0,545.9090420750077
Keefer & Princess,2025-04-28T21:24:38.386653+00:00Z,5,8,4.1,571.15,The Mackenzie Room,4.5,509.27924823127637,3.97,1320.74,Reform Pilates,5.0,1441.4913698364132
Bidwell & Burnaby,2025-04-28T21:24:37.512349+00:00Z,6,19,4.32,313.76,Noah's Cafe,4.7,359.42054997654463,3.45,1293.79,The Well by Kunye,5.0,1032.6709660899194
11th & Kingsway,2025-04-28T21:24:38.311489+00:00Z,10,3,4.13,305.09,Mercato Di Luigi,4.5,481.7784376320914,3.29,1284.75,Evolution Fitness and Lagree,5.0,1526.4820083118493
Pender & Burrard,2025-04-28T21:24:37.384326+00:00Z,15,11,4.15,239.45,Miku,4.4,399.5956553728914,4.23,900.16,Reform Pilates,5.0,718.5258345969471
Columbia & 1st,2025-04-28T21:24:38.310824+00:00Z,15,8,4.07,623.44,Okeya Kyujiro,4.9,981.1719885475384,4.11,1221.55,Tone Pilates,5.0,759.6805625443188
Melville & Bute,2025-04-28T21:24:38.381755+00:00Z,7,7,4.19,364.6,Hello Nori ,4.5,289.2942254536733,4.17,831.66,Reform Pilates,5.0,1109.1778880018003
Anderson & 2nd,2025-04-28T21:24:37.513003+00:00Z,10,17,4.06,417.93,My Island Café,4.4,144.7596935578007,3.25,1090.37,Core Community,5.0,802.7495240940032
5th & Main,2025-04-28T21:24:38.382626+00:00Z,2,18,4.14,273.42,Zarak By Afghan Kitchen,4.5,21.623472254917285,4.03,1427.0,Tone Pilates,5.0,1374.6011600440938
Alexander & Dunlevy,2025-04-28T21:24:38.263663+00:00Z,7,7,4.25,396.45,Robba Da Matti,4.6,636.3262135371419,3.29,1129.38,Reform Pilates,5.0,1053.3904939890795
13th & St George,2025-04-28T21:24:38.390266+00:00Z,1,15,4.11,453.24,Mercato Di Luigi,4.5,141.69666933317188,2.81,1231.02,Evolution Fitness and Lagree,5.0,1095.6232879373365
Commercial & Pandora,2025-04-28T21:24:38.392481+00:00Z,9,6,4.17,575.42,Caffe La Tana,4.5,486.7213681403928,4.0,1360.26,Spartacus Gym,4.0,1360.2624690564448
Grandview & Commercial,2025-04-28T21:24:38.389573+00:00Z,13,3,4.07,381.97,Kishimoto Japanese Kitchen,4.4,334.3421058393955,2.6,1181.41,Evolution Fitness and Lagree,5.0,1457.954820080776
Expo & Smithe,2025-04-28T21:24:37.512718+00:00Z,8,6,4.32,405.56,Okeya Kyujiro,4.9,382.75414312114714,4.17,867.97,Reform Pilates,5.0,977.3723602130555
Cypress & 14th,2025-04-28T21:24:37.780663+00:00Z,4,8,4.32,702.03,Ryu Katsu + Ramen Bar,4.7,627.0127248769256,3.16,918.02,Core Community,5.0,975.0632443922485
Brock Commons,2025-04-28T21:24:38.401061+00:00Z,9,10,4.26,600.78,Seoul Hotdog,5.0,327.9970986820816,1.5,825.21,Golds Gym,1.5,825.2092858609026
Beach & Broughton,2025-04-28T21:24:37.564237+00:00Z,3,19,4.41,793.09,Tom Sushi,4.7,463.27002341771885,3.98,1337.95,Core Community,5.0,1638.197264219072
Arbutus Greenway & 14th,2025-04-28T21:24:38.262842+00:00Z,8,12,4.32,848.84,Ryu Katsu + Ramen Bar,4.7,535.431079771817,3.26,960.86,Core Community,5.0,1043.6898996415612
Alexander & Main,2025-04-28T21:24:38.262667+00:00Z,14,5,4.37,389.62,Kozak Ukrainian Restaurant,4.6,382.17155887162806,3.65,1032.78,Reform Pilates,5.0,703.6249111225342
Hornby & Drake,2025-04-28T21:24:38.382340+00:00Z,10,10,4.26,315.81,Manoush'eh,4.8,316.9361263271383,4.14,1075.43,Core Community,5.0,1699.0744849370858
Highbury & 8th,2025-04-28T21:24:38.395063+00:00Z,12,7,4.25,463.97,Uncle Pu's Sichuan Taste,5.0,941.2124486549379,4.96,706.46,Boditree Pilates & Healing,5.0,307.0999195104161
Pharmaceutical Sciences,2025-04-28T21:24:38.402147+00:00Z,13,10,4.18,490.33,Pho with Us,4.7,348.668597726292,1.5,399.77,Golds Gym,1.5,399.7663058624662
Haro & Denman,2025-04-28T21:24:37.781175+00:00Z,9,9,4.33,167.72,The Red Accordion,4.6,327.20561987869195,3.46,1034.1,The Well by Kunye,5.0,440.6425261389365
Windsor & 14th,2025-04-28T21:24:38.392069+00:00Z,1,13,4.17,690.99,Mercato Di Luigi,4.5,606.650969702226,3.39,1412.66,Evolution Fitness and Lagree,5.0,607.4348589044808
Prince Edward & 16th,2025-04-28T21:24:38.389874+00:00Z,2,12,4.15,463.79,Mercato Di Luigi,4.5,503.71661053594937,3.05,1356.81,Evolution Fitness and Lagree,5.0,1220.16643235316
Cardero & Davie,2025-04-28T21:24:37.386633+00:00Z,1,15,4.37,392.11,Noah's Cafe,4.7,329.2782728429665,3.83,1182.17,The Well by Kunye,5.0,823.2197482964795
Stamps Landing,2025-04-28T21:24:37.362145+00:00Z,6,8,4.15,687.7,Okeya Kyujiro,4.9,774.6555892767236,4.04,1095.92,Tone Pilates,5.0,202.9621096700681
Marinaside & Davie,2025-04-28T21:24:37.384517+00:00Z,9,13,4.3,378.29,Okeya Kyujiro,4.9,289.5559196990436,4.14,937.68,Reform Pilates,5.0,1350.3255489746462
Adanac & McLean,2025-04-28T21:24:38.385826+00:00Z,9,13,4.26,395.51,Magari by Oca,5.0,569.8130644287048,4.0,805.34,Spartacus Gym,4.0,805.3399181166631
Bute & Davie,2025-04-28T21:24:38.381431+00:00Z,15,5,4.34,577.15,Tom Sushi,4.7,54.45401414600314,3.99,950.58,The Well by Kunye,5.0,974.1607787766267
Victoria & 4th,2025-04-28T21:24:38.391480+00:00Z,6,10,4.13,412.69,Cozen,4.5,615.8718524359192,4.0,649.41,Spartacus Gym,4.0,534.5053238905165
Heather & 29th,2025-04-28T21:24:38.397758+00:00Z,6,16,4.06,1056.34,The Fish Counter,4.4,1511.6363831206368,3.45,1404.38,Core Community - Main Street,5.0,1418.6733297428814
McNicoll & Arbutus,2025-04-28T21:24:38.263307+00:00Z,25,5,4.17,623.38,Cockney Kings Fish & Chips,4.9,436.2149920244213,3.41,1305.88,Core Community,5.0,937.4382666206285
IK Barber Learning Centre,2025-04-28T21:24:38.401208+00:00Z,10,10,4.17,494.13,Seoul Hotdog,5.0,183.1576278807942,1.5,733.17,Golds Gym,1.5,733.1701375961724
Granville Island,2025-04-28T21:24:38.381602+00:00Z,9,23,4.04,314.25,Beach Ave Bar And Grill,4.5,585.0575190061867,3.46,1102.05,Core Community,5.0,1023.6386068405186
6th & Prince Edward,2025-04-28T21:24:38.392751+00:00Z,1,15,4.2,392.73,Zarak By Afghan Kitchen,4.5,379.1974076533234,3.2,1222.21,Evolution Fitness and Lagree,5.0,1749.6565580777633
Broughton & Davie,2025-04-28T21:24:37.564396+00:00Z,6,13,4.45,573.85,Tom Sushi,4.7,342.4902979169502,3.94,1100.33,The Well by Kunye,5.0,877.1443744079049
Adanac & Lakewood,2025-04-28T21:24:38.399454+00:00Z,2,16,4.18,595.81,Caffe La Tana,4.5,680.6844736870991,4.15,992.0,Oxygen Yoga & Fitness,4.3,1068.9189875046568
Cypress & 10th,2025-04-28T21:24:37.513187+00:00Z,3,10,4.3,506.51,Ryu Katsu + Ramen Bar,4.7,396.01143743003655,3.41,696.56,Core Community,5.0,558.692703747003
Thunderbird Parkade,2025-04-28T21:24:38.402289+00:00Z,6,12,4.19,563.44,Pho with Us,4.7,464.96824115779776,1.5,504.72,Golds Gym,1.5,504.71502356599524
Burrard Station (Melville & Dunsmuir),2025-04-28T21:24:37.361162+00:00Z,16,12,4.23,375.61,Hello Nori ,4.5,368.72005029701904,4.13,651.63,Reform Pilates,5.0,847.4237122774427
22nd & Cambie,2025-04-28T21:24:38.398495+00:00Z,8,5,4.01,629.62,Sula- Main Street,4.4,1141.5537881058008,3.78,1440.22,Pilates Process - Vancouver,5.0,1853.0681913891806
Glen & Broadway,2025-04-28T21:24:38.388463+00:00Z,4,14,4.25,872.73,Kokomo,4.9,1339.6989155530366,3.39,1505.57,Evolution Fitness and Lagree,5.0,1054.1995706777564
Stanley Park - Totem Poles,2025-04-28T21:24:37.671855+00:00Z,6,13,4.14,1194.36,The Red Accordion,4.6,1209.906763001609,3.3,1307.68,The Well by Kunye,5.0,1107.1440737654457
Davie & Beach,2025-04-28T21:24:37.385459+00:00Z,19,11,4.32,200.03,Noah's Cafe,4.7,174.2644867185053,3.45,1336.8,The Well by Kunye,5.0,933.1120602204834
Pender & Gore,2025-04-28T21:24:38.384762+00:00Z,6,8,4.18,324.6,Sooda Korean BBQ,4.6,707.3146180107016,4.23,987.4,Reform Pilates,5.0,1015.17997130035
Richards & Davie,2025-04-28T21:24:37.561893+00:00Z,6,7,4.35,265.02,Okeya Kyujiro,4.9,336.63825978902275,4.07,836.87,Reform Pilates,5.0,1438.0904908761343
Pender & Commercial,2025-04-28T21:24:38.386106+00:00Z,9,6,4.31,494.54,Magari by Oca,5.0,774.8024471823672,4.0,1036.28,Spartacus Gym,4.0,1036.277187967078
18th & Cambie,2025-04-28T21:24:38.398166+00:00Z,3,21,3.85,316.81,Alley 16,4.4,245.16288123797105,3.84,1005.7,Tone Pilates,5.0,1419.6714604845683
2nd & Commercial,2025-04-28T21:24:38.387767+00:00Z,3,18,4.11,230.71,Cozen,4.5,334.34352805303746,4.0,600.93,Spartacus Gym,4.0,273.2012396844549
Wesbrook Village - Berton & Shrum,2025-04-28T21:24:38.402426+00:00Z,11,14,3.53,673.36,Pho with Us,4.7,1321.1036752886907,1.5,1344.8,Golds Gym,1.5,1344.8027418828576
Chilco & Robson,2025-04-28T21:24:37.624232+00:00Z,11,9,4.27,352.86,The Red Accordion,4.6,595.5149529465816,2.99,1201.93,The Well by Kunye,5.0,675.6595205899232
Keefer & Columbia,2025-04-28T21:24:37.465577+00:00Z,10,4,4.3,331.48,Kozak Ukrainian Restaurant,4.6,421.85216931492283,4.52,980.59,Reform Pilates,5.0,790.2020618400285
Rogers Tower,2025-04-28T21:24:38.383041+00:00Z,10,8,4.14,230.25,Miku,4.4,420.94403650874085,4.26,922.97,Reform Pilates,5.0,788.985032830412
Woodland & Graveley,2025-04-28T21:24:38.389098+00:00Z,2,9,4.23,409.64,Magari by Oca,5.0,428.32570120693504,4.0,756.51,Spartacus Gym,4.0,318.53356227030764
Cardero & Bayshore,2025-04-28T21:24:38.382903+00:00Z,15,4,4.18,362.98,The Red Accordion,4.6,241.3772874560944,3.62,983.55,Reform Pilates,5.0,1632.7927466135204
Nelson & Denman,2025-04-28T21:24:38.393779+00:00Z,5,13,4.32,245.59,Tre Viet,4.7,172.9976399019001,3.37,1151.45,The Well by Kunye,5.0,621.2578594343745
8th & Fraser,2025-04-28T21:24:38.390766+00:00Z,4,12,4.18,578.54,The HideOut Diner,4.6,677.6206638875972,3.05,1414.83,Evolution Fitness and Lagree,5.0,1313.851286654003
Balaclava & 6th,2025-04-28T21:24:38.396123+00:00Z,9,7,4.35,332.0,Uncle Pu's Sichuan Taste,5.0,334.1038966077926,3.42,975.75,Boditree Pilates & Healing,5.0,902.036984560076
Cambie & Water,2025-04-28T21:24:37.464702+00:00Z,16,15,4.27,324.65,The Magnet,4.7,303.97908321983357,4.16,797.66,Reform Pilates,5.0,76.62096551839821
Helmcken & Burrard,2025-04-28T21:24:37.386495+00:00Z,8,8,4.35,345.97,Manoush'eh,4.8,385.4990625102087,4.07,704.8,Reform Pilates,5.0,1383.8236205481694
Hornby & Pender,2025-04-28T21:24:37.384936+00:00Z,13,6,4.19,216.48,Mount Everest Kitchen & Grill,4.6,336.8055428559525,4.23,808.75,Reform Pilates,5.0,542.8611456828473
7th & Heather,2025-04-28T21:24:37.557447+00:00Z,3,15,4.17,454.48,Homura Yakiniku,4.6,479.73038037814854,4.31,908.51,Tone Pilates,5.0,240.88834791082283
Union & Dunlevy,2025-04-28T21:24:38.384613+00:00Z,1,13,4.19,470.18,The Darkside,4.7,228.74602918328233,3.77,1133.74,Reform Pilates,5.0,1247.8015967280203
Richards & Helmcken,2025-04-28T21:24:37.872076+00:00Z,10,6,4.39,298.5,Okeya Kyujiro,4.9,253.11697658763205,4.1,665.87,Reform Pilates,5.0,1233.1843239156055
Keefer & Abbott,2025-04-28T21:24:37.464879+00:00Z,17,11,4.32,330.74,The Magnet,4.7,369.1238725588419,4.39,644.13,Reform Pilates,5.0,512.1369723881157
8th & Prince Edward,2025-04-28T21:24:38.390915+00:00Z,1,17,4.13,326.48,Carp,4.4,134.82455487094774,3.14,1317.13,Evolution Fitness and Lagree,5.0,1606.9644296787153
